Date,Version,Path,Views
2026-03-20 00:00:00,v2.0.1,/contributing/contribution_guidelines.html,1
2026-03-20 00:00:00,development,/contributing/contributors_link.html,1
2026-03-20 00:00:00,v2.0.0,/example_notebooks/IS2_data_access.html,1
2026-03-20 00:00:00,development,/example_notebooks/IS2_data_access2-subsetting.html,1
2026-03-20 00:00:00,latest,/example_notebooks/IS2_data_access2-subsetting.html,1
2026-03-20 00:00:00,v2.0.0,/example_notebooks/IS2_data_access2-subsetting.html,1
2026-03-20 00:00:00,latest,/example_notebooks/IS2_data_read-in.html,1
2026-03-20 00:00:00,latest,/example_notebooks/QUEST_argo_data_access.html,1
2026-03-20 00:00:00,latest,/getting_started/install.html,2
2026-03-20 00:00:00,latest,/index.html,4
2026-03-20 00:00:00,bib,/user_guide/_icepyx/icepyx.Query.order_vars.html,1
2026-03-20 00:00:00,stable,/user_guide/changelog/v0.3.3.html,1
2026-03-20 00:00:00,latest,/user_guide/changelog/v1.1.0.html,1
2026-03-20 00:00:00,stable,/user_guide/changelog/v2.0.0.html,1
2026-03-21 00:00:00,development,/_icepyx/icepyx.Read.load.html,1
2026-03-21 00:00:00,latest,/community/resources.html,1
2026-03-21 00:00:00,latest,/contributing/how_to_contribute.html,1
2026-03-21 00:00:00,latest,/example_notebooks/IS2_data_access.html,2
2026-03-21 00:00:00,latest,/example_notebooks/IS2_data_access2-subsetting.html,3
2026-03-21 00:00:00,latest,/example_notebooks/IS2_data_read-in.html,1
2026-03-21 00:00:00,latest,/example_notebooks/QUEST_argo_data_access.html,1
2026-03-21 00:00:00,latest,/getting_started/citation_link.html,1
2026-03-21 00:00:00,v2.0.0,/getting_started/citation_link.html,1
2026-03-21 00:00:00,latest,/getting_started/install.html,1
2026-03-21 00:00:00,latest,/index.html,4
2026-03-21 00:00:00,v2.0.2,/user_guide/changelog/v0.1-alpha.html,1
2026-03-21 00:00:00,latest,/user_guide/documentation/icepyx-quest.html,1
2026-03-21 00:00:00,latest,/user_guide/documentation/icepyx.html,1
2026-03-21 00:00:00,latest,/user_guide/documentation/query.html,1
2026-03-21 00:00:00,v2.0.1,/user_guide/documentation/read.html,1
2026-03-22 00:00:00,latest,/_icepyx/icepyx.Query.html,1
2026-03-22 00:00:00,latest,/community/resources.html,1
2026-03-22 00:00:00,latest,/contributing/contribution_guidelines.html,1
2026-03-22 00:00:00,latest,/contributing/contributors_link.html,1
2026-03-22 00:00:00,latest,/contributing/how_to_contribute.html,1
2026-03-22 00:00:00,latest,/contributing/quest-available-datasets.html,1
2026-03-22 00:00:00,latest,/example_notebooks/IS2_data_access2-subsetting.html,2
2026-03-22 00:00:00,latest,/example_notebooks/IS2_data_visualization.html,1
2026-03-22 00:00:00,latest,/getting_started/install.html,1
2026-03-22 00:00:00,latest,/index.html,4
2026-03-23 00:00:00,latest,/_icepyx/icepyx.Read.load.html,1
2026-03-23 00:00:00,bib,/community/contact.html,1
2026-03-23 00:00:00,v2.0.0,/community/resources/IS2_software.html,1
2026-03-23 00:00:00,latest,/contributing/attribution_link.html,1
2026-03-23 00:00:00,latest,/contributing/quest-available-datasets.html,1
2026-03-23 00:00:00,latest,/example_notebooks/IS2_data_access.html,3
2026-03-23 00:00:00,latest,/example_notebooks/IS2_data_access2-subsetting.html,1
